episode,scores,steps
0,-10,37
1,-10,66
2,-10,265
3,-10,352
4,-10,476
5,-10,563
6,-10,645
7,-10,764
8,-10,858
9,-10,982
10,-10,1030
11,-10,1060
12,-10,1091
13,-10,1121
14,-10,1152
15,-10,1183
16,-10,1210
17,-10,1239
18,-10,1269
19,-10,1299
20,-10,1331
21,-10,1361
22,-10,1392
23,-10,1423
24,-10,1454
