episode,scores
2722,100
2723,100
2724,100
2725,100
2726,100
2727,-10
2728,100
2729,100
2730,100
2731,100
2732,100
2733,100
2734,100
2735,100
2736,100
2737,100
2738,100
2739,-10
2740,100
2741,100
2742,100
2743,100
2744,100
2745,100
2746,100
2747,100
2748,100
2749,100
2750,100
2751,100
2752,100
2753,100
2754,100
2755,100
2756,100
2757,100
2758,100
2759,100
2760,100
2761,100
2762,100
2763,100
2764,100
2765,100
2766,100
2767,-10
2768,100
2769,100
2770,100
2771,100
2772,100
2773,100
2774,100
2775,100
2776,100
2777,100
2778,100
2779,100
2780,100
2781,100
2782,100
2783,100
2784,100
2785,100
2786,100
2787,100
2788,100
2789,100
2790,100
2791,100
2792,100
2793,100
2794,100
2795,100
2796,100
2797,100
2798,100
2799,100
2800,100
2801,100
2802,100
2803,100
2804,100
2805,100
2806,100
2807,-10
2808,100
2809,100
2810,100
2811,-10
2812,100
2813,100
2814,100
2815,100
2816,100
2817,100
2818,100
2819,100
2820,-10
2821,100
2822,100
2823,100
2824,-10
2825,100
2826,100
2827,100
2828,100
2829,100
2830,100
2831,100
2832,100
2833,100
2834,100
2835,100
2836,100
2837,100
2838,-10
2839,100
2840,100
2841,100
2842,100
2843,100
2844,100
2845,100
2846,100
2847,100
2848,100
2849,100
2850,100
2851,-10
2852,100
2853,100
2854,100
2855,100
2856,100
2857,100
2858,100
2859,100
2860,100
2861,100
2862,100
2863,100
2864,100
2865,100
2866,100
2867,100
2868,100
2869,100
2870,100
2871,100
2872,100
2873,100
2874,100
2875,100
2876,100
2877,100
2878,100
2879,100
2880,100
2881,100
2882,100
2883,100
2884,100
2885,100
2886,100
2887,100
2888,100
2889,100
2890,100
2891,100
2892,-10
2893,100
2894,100
2895,100
2896,100
2897,100
2898,100
2899,-10
2900,100
2901,100
2902,100
2903,100
2904,100
2905,100
2906,100
2907,100
2908,100
2909,100
2910,100
2911,100
2912,100
2913,100
2914,100
2915,100
2916,100
2917,100
2918,100
2919,100
2920,100
2921,100
2922,100
2923,100
2924,100
2925,100
2926,100
2927,100
2928,100
2929,100
2930,100
2931,100
2932,100
2933,-10
2934,100
2935,100
2936,100
2937,100
2938,100
2939,100
2940,-10
2941,100
2942,100
2943,100
2944,100
2945,100
2946,100
2947,100
2948,100
2949,-10
2950,100
2951,100
2952,100
2953,100
2954,100
2955,100
2956,100
2957,100
2958,100
2959,100
2960,100
2961,100
2962,100
2963,100
2964,100
2965,100
2966,100
2967,100
2968,100
2969,100
2970,100
2971,100
2972,100
2973,100
2974,100
2975,100
2976,100
2977,100
2978,100
2979,100
2980,100
2981,100
2982,100
2983,100
2984,100
2985,100
2986,100
2987,100
2988,100
2989,100
2990,100
2991,100
2992,100
2993,100
2994,100
2995,100
2996,100
2997,100
2998,100
2999,100
3000,100
3001,100
3002,100
3003,-10
3004,100
3005,100
3006,-10
3007,100
3008,-10
3009,100
3010,100
3011,100
3012,100
3013,100
3014,100
3015,100
3016,100
3017,100
3018,100
3019,100
3020,100
3021,100
3022,100
3023,100
3024,100
3025,100
3026,100
3027,100
3028,100
3029,100
3030,-10
3031,100
3032,100
3033,100
3034,100
3035,100
3036,100
3037,-10
3038,100
3039,100
3040,100
3041,100
3042,100
3043,100
3044,100
3045,-10
3046,100
3047,100
3048,-10
3049,100
3050,100
3051,100
3052,100
3053,100
3054,100
3055,100
3056,100
3057,-10
3058,100
3059,100
3060,100
3061,100
3062,100
3063,-10
3064,100
3065,100
3066,100
3067,100
3068,100
3069,100
3070,-10
3071,100
3072,100
3073,-10
3074,100
3075,100
3076,100
3077,100
3078,100
3079,100
3080,100
3081,100
3082,100
3083,-10
3084,-10
3085,100
3086,-10
3087,-10
3088,-10
3089,100
3090,100
3091,100
3092,100
3093,100
3094,100
3095,100
3096,100
3097,100
3098,100
3099,100
3100,100
3101,100
3102,100
3103,100
3104,100
3105,100
3106,100
3107,100
3108,100
3109,100
3110,100
3111,100
3112,100
3113,100
3114,100
3115,100
3116,100
3117,100
3118,100
3119,100
3120,100
3121,100
3122,-10
3123,100
3124,100
3125,100
3126,100
3127,100
3128,100
3129,100
3130,100
3131,100
3132,100
3133,100
3134,100
3135,100
3136,100
3137,100
3138,100
3139,100
3140,100
3141,100
3142,-10
3143,100
3144,100
3145,100
3146,100
3147,100
3148,100
3149,100
3150,100
3151,100
3152,100
3153,100
3154,100
3155,100
3156,100
3157,100
3158,100
3159,100
3160,100
3161,100
3162,-10
3163,100
3164,100
3165,100
3166,100
3167,100
3168,100
3169,100
3170,100
3171,100
3172,-10
3173,100
3174,100
3175,100
3176,100
3177,100
3178,100
3179,100
3180,100
3181,100
3182,100
3183,100
3184,100
3185,100
3186,100
3187,100
3188,-10
3189,100
3190,100
3191,100
3192,100
3193,100
3194,100
3195,100
3196,100
3197,100
3198,100
3199,100
3200,-10
3201,100
3202,100
3203,100
3204,100
3205,100
3206,100
3207,100
3208,-10
3209,100
3210,-10
3211,100
3212,100
3213,100
3214,-10
3215,100
3216,100
3217,100
3218,100
3219,100
3220,100
3221,100
3222,100
3223,100
3224,100
3225,100
3226,100
3227,100
3228,100
3229,100
3230,100
3231,100
3232,100
3233,100
3234,100
3235,100
3236,100
3237,100
3238,100
3239,100
3240,100
3241,100
3242,100
3243,100
3244,100
3245,-10
3246,100
3247,100
3248,100
3249,100
3250,100
3251,100
3252,100
3253,100
3254,100
3255,100
3256,100
3257,100
3258,100
3259,-10
3260,-10
3261,100
3262,100
3263,100
3264,100
3265,100
3266,100
3267,100
3268,-10
3269,100
3270,100
3271,100
3272,100
3273,100
3274,100
3275,100
3276,-10
3277,100
3278,100
3279,100
3280,100
3281,100
3282,100
3283,100
3284,-10
3285,100
3286,100
3287,100
3288,100
3289,100
3290,100
3291,100
3292,100
3293,100
3294,100
3295,100
3296,100
3297,100
3298,100
3299,100
3300,100
3301,100
3302,100
3303,100
3304,100
3305,100
3306,100
3307,100
3308,-10
3309,100
3310,-10
3311,-10
3312,100
3313,100
3314,100
3315,100
3316,100
3317,100
3318,100
3319,100
3320,-10
3321,-10
3322,100
3323,100
3324,100
3325,100
3326,-10
3327,100
3328,100
3329,100
3330,100
3331,100
3332,100
3333,100
3334,100
3335,100
3336,-10
3337,100
3338,100
3339,100
3340,-10
3341,100
3342,-10
3343,-10
3344,-10
3345,100
3346,100
3347,100
3348,100
3349,100
3350,100
3351,100
3352,-10
3353,100
3354,100
3355,-10
3356,100
3357,-10
3358,100
3359,-10
3360,100
3361,-10
3362,100
3363,100
3364,-10
3365,100
3366,-10
3367,100
3368,100
3369,100
3370,100
3371,-10
3372,100
3373,100
3374,-10
3375,100
3376,100
3377,100
3378,100
3379,100
3380,100
3381,100
3382,100
3383,100
3384,-10
3385,100
3386,100
3387,100
3388,100
3389,100
3390,100
3391,-10
3392,100
3393,100
3394,100
3395,100
3396,100
3397,100
3398,-10
3399,100
3400,100
3401,100
3402,100
3403,100
3404,100
3405,100
3406,100
3407,100
3408,100
3409,100
3410,100
3411,100
3412,100
3413,100
3414,-10
3415,100
3416,100
3417,100
3418,100
3419,100
3420,100
3421,100
3422,100
3423,100
3424,100
3425,100
3426,100
3427,100
3428,100
3429,100
3430,100
3431,100
3432,100
3433,-10
3434,100
3435,100
3436,100
3437,-10
3438,100
3439,100
3440,100
3441,100
3442,100
3443,-10
3444,100
3445,100
3446,-10
3447,100
3448,100
3449,100
3450,100
3451,100
3452,100
3453,100
3454,100
3455,-10
3456,100
3457,100
3458,100
3459,100
3460,100
3461,100
3462,100
3463,100
3464,100
3465,100
3466,100
3467,-10
3468,100
3469,-10
3470,100
3471,100
3472,100
3473,100
3474,-10
3475,100
3476,100
3477,100
3478,-10
3479,100
3480,100
3481,100
3482,100
3483,100
3484,-10
3485,-10
3486,100
3487,100
3488,100
3489,100
3490,100
3491,100
3492,-10
3493,100
3494,100
3495,100
3496,-10
3497,100
3498,100
3499,100
3500,100
3501,100
3502,100
3503,100
3504,100
3505,100
3506,100
3507,100
3508,100
3509,100
3510,100
3511,100
3512,-10
3513,100
3514,100
3515,-10
3516,100
3517,100
3518,100
3519,100
3520,100
3521,100
3522,-10
3523,-10
3524,100
3525,100
3526,100
3527,100
3528,100
3529,100
3530,100
3531,-10
3532,100
3533,100
3534,100
3535,100
3536,100
3537,100
3538,100
3539,-10
3540,-10
3541,100
3542,-10
3543,-10
3544,100
3545,100
3546,100
3547,100
3548,100
3549,100
3550,100
3551,100
3552,100
3553,-10
3554,-10
3555,100
3556,100
3557,100
3558,-10
3559,-10
3560,100
3561,100
3562,100
3563,100
3564,100
3565,100
3566,100
3567,-10
3568,100
3569,-10
3570,100
3571,100
3572,100
3573,-10
3574,100
3575,100
3576,100
3577,-10
3578,100
3579,-10
3580,100
3581,100
3582,100
3583,-10
3584,-10
3585,-10
3586,100
3587,100
3588,100
3589,-10
3590,100
3591,100
3592,100
3593,-10
3594,100
3595,100
3596,100
3597,-10
3598,100
3599,100
3600,100
3601,100
3602,100
3603,100
3604,100
3605,-10
3606,100
3607,100
3608,100
3609,100
3610,100
3611,100
3612,100
3613,100
3614,100
3615,100
3616,100
3617,100
3618,100
3619,100
3620,-10
3621,-10
3622,100
3623,100
3624,100
3625,-10
3626,100
3627,-10
3628,-10
3629,100
3630,100
3631,100
3632,100
3633,100
3634,-10
3635,-10
3636,-10
3637,100
3638,100
3639,100
3640,-10
3641,100
3642,-10
3643,100
3644,100
3645,100
3646,100
3647,100
3648,100
3649,100
3650,100
3651,100
3652,100
3653,100
3654,100
3655,100
3656,100
3657,100
3658,100
3659,100
3660,-10
3661,100
3662,100
3663,100
3664,100
3665,100
3666,100
3667,100
3668,100
3669,-10
3670,100
3671,100
3672,-10
3673,100
3674,100
3675,100
3676,100
3677,100
3678,100
3679,100
3680,100
3681,100
3682,-10
3683,100
3684,100
3685,100
3686,-10
3687,100
3688,-10
3689,-10
3690,100
3691,100
3692,-10
3693,100
3694,100
3695,-10
3696,100
3697,100
3698,100
3699,100
3700,-10
3701,100
3702,-10
3703,100
3704,100
3705,-10
3706,100
3707,100
3708,100
3709,-10
3710,100
3711,100
3712,100
3713,100
3714,100
3715,100
3716,100
3717,-10
3718,100
3719,100
3720,100
3721,-10
3722,100
3723,-10
3724,100
3725,100
3726,-10
3727,100
3728,100
3729,100
3730,-10
3731,100
3732,100
3733,-10
3734,100
3735,100
3736,100
3737,100
3738,100
3739,100
3740,100
3741,-10
3742,100
3743,100
3744,100
3745,-10
3746,100
3747,100
3748,100
3749,100
3750,100
3751,-10
3752,-10
3753,100
3754,100
3755,-10
3756,100
3757,100
3758,100
3759,100
3760,100
3761,-10
3762,100
3763,-10
3764,100
3765,100
3766,100
3767,-10
3768,100
3769,-10
3770,-10
3771,100
3772,100
3773,-10
3774,-10
3775,100
3776,100
3777,100
3778,100
3779,-10
3780,100
3781,100
3782,-10
3783,-10
3784,100
3785,-10
3786,-10
3787,100
3788,100
3789,100
3790,-10
3791,100
3792,-10
3793,100
3794,-10
3795,-10
3796,-10
3797,100
3798,-10
3799,100
3800,-10
3801,100
3802,100
3803,-10
3804,100
3805,100
3806,-10
3807,-10
3808,100
3809,100
3810,-10
3811,100
3812,100
3813,100
3814,100
3815,100
3816,100
3817,100
3818,100
3819,100
3820,100
3821,100
3822,-10
3823,-10
3824,-10
3825,100
3826,100
3827,100
3828,-10
3829,100
3830,-10
3831,100
3832,-10
3833,100
3834,100
3835,-10
3836,100
3837,100
3838,-10
3839,100
3840,100
3841,100
3842,100
3843,-10
3844,-10
3845,-10
3846,100
3847,100
3848,-10
3849,100
3850,100
3851,-10
3852,100
3853,-10
3854,100
3855,-10
3856,100
3857,100
3858,100
3859,100
3860,100
3861,100
3862,-10
3863,-10
3864,100
3865,100
3866,100
3867,-10
3868,100
3869,100
3870,100
3871,100
3872,100
3873,100
3874,100
3875,-10
3876,100
3877,-10
3878,-10
3879,100
3880,100
3881,-10
3882,100
3883,100
3884,100
3885,100
3886,-10
3887,100
3888,100
3889,-10
3890,100
3891,-10
3892,100
3893,100
3894,-10
3895,100
3896,100
3897,-10
3898,-10
3899,100
3900,100
3901,-10
3902,100
3903,100
3904,-10
3905,100
3906,-10
3907,-10
3908,100
3909,-10
3910,100
3911,100
3912,100
3913,-10
3914,100
3915,100
3916,100
3917,-10
3918,100
3919,100
3920,-10
3921,-10
3922,100
3923,100
3924,100
3925,-10
3926,-10
3927,-10
3928,-10
3929,100
3930,-10
3931,100
3932,-10
3933,100
3934,-10
3935,-10
3936,100
3937,-10
3938,-10
3939,100
3940,-10
3941,-10
3942,-10
3943,100
3944,100
3945,100
3946,100
3947,-10
3948,-10
3949,100
3950,-10
3951,-10
3952,100
3953,100
3954,-10
3955,-10
3956,100
3957,100
3958,100
3959,100
3960,100
3961,100
3962,-10
3963,100
3964,-10
3965,100
3966,-10
3967,100
3968,100
3969,100
3970,-10
3971,-10
3972,100
3973,-10
3974,100
3975,100
3976,100
3977,100
3978,100
3979,100
3980,100
3981,100
3982,100
3983,100
3984,100
3985,100
3986,100
3987,100
3988,100
3989,-10
3990,100
3991,-10
3992,100
3993,100
3994,100
3995,-10
3996,100
3997,100
3998,100
3999,-10
4000,100
4001,100
4002,100
4003,-10
4004,100
4005,100
4006,100
4007,100
4008,-10
4009,100
4010,100
4011,-10
4012,100
4013,100
4014,100
4015,-10
4016,100
4017,100
4018,100
4019,100
4020,100
4021,-10
4022,100
4023,-10
4024,100
4025,-10
4026,100
4027,100
4028,-10
4029,100
4030,-10
4031,-10
4032,100
4033,100
4034,-10
4035,-10
4036,100
4037,-10
4038,-10
4039,-10
4040,-10
4041,100
4042,-10
4043,100
4044,100
4045,-10
4046,-10
4047,-10
4048,100
4049,-10
4050,100
4051,-10
4052,100
4053,-10
4054,-10
4055,100
4056,-10
4057,100
4058,100
4059,100
4060,100
4061,-10
4062,-10
4063,-10
4064,100
4065,-10
4066,100
4067,100
4068,100
4069,100
4070,-10
4071,100
4072,-10
4073,100
4074,100
4075,100
4076,100
4077,-10
4078,-10
4079,100
4080,-10
4081,100
4082,100
4083,-10
4084,-10
4085,100
4086,100
4087,100
4088,100
4089,100
4090,100
4091,-10
4092,100
4093,100
4094,-10
4095,100
4096,100
4097,100
4098,-10
4099,-10
4100,100
4101,100
4102,100
4103,100
4104,100
4105,-10
4106,100
4107,-10
4108,100
4109,100
4110,100
4111,100
4112,100
4113,100
4114,100
4115,-10
4116,100
4117,-10
4118,100
4119,100
4120,100
4121,100
4122,100
4123,100
4124,100
4125,-10
4126,-10
4127,-10
4128,-10
4129,100
4130,100
4131,-10
4132,100
4133,-10
4134,-10
4135,100
4136,100
4137,100
4138,100
4139,-10
4140,-10
4141,-10
4142,100
4143,100
4144,100
4145,-10
4146,100
4147,100
4148,-10
4149,100
4150,-10
4151,-10
4152,100
4153,100
4154,100
4155,-10
4156,-10
4157,100
4158,100
4159,-10
4160,100
4161,100
4162,100
4163,100
4164,100
4165,-10
4166,-10
4167,-10
4168,100
4169,-10
4170,100
4171,100
4172,-10
4173,-10
4174,100
4175,100
4176,-10
4177,100
4178,-10
4179,100
4180,100
4181,-10
4182,100
4183,-10
4184,100
4185,100
4186,100
4187,100
4188,100
4189,100
4190,100
4191,100
4192,100
4193,100
4194,-10
4195,-10
4196,100
4197,100
4198,100
4199,100
4200,100
4201,100
4202,-10
4203,100
4204,-10
4205,100
4206,100
4207,100
4208,-10
4209,-10
4210,100
4211,100
4212,-10
4213,100
4214,100
4215,100
4216,-10
4217,100
4218,100
4219,-10
4220,-10
4221,-10
4222,100
4223,100
4224,100
4225,100
4226,100
4227,100
4228,100
4229,100
4230,-10
4231,100
4232,100
4233,-10
4234,-10
4235,-10
4236,-10
4237,100
4238,100
4239,100
4240,100
4241,100
4242,100
4243,100
4244,-10
4245,-10
4246,100
4247,-10
4248,-10
4249,100
4250,100
4251,100
4252,100
4253,100
4254,100
4255,-10
4256,100
4257,100
4258,100
4259,100
4260,100
4261,100
4262,100
4263,-10
4264,100
4265,100
4266,100
4267,100
4268,100
4269,100
4270,100
4271,-10
4272,-10
4273,100
4274,100
4275,100
4276,-10
4277,-10
4278,100
4279,100
4280,-10
4281,100
4282,100
4283,100
4284,100
4285,100
4286,-10
4287,100
4288,-10
4289,100
4290,-10
4291,-10
4292,-10
4293,100
4294,-10
4295,100
4296,100
4297,-10
4298,-10
4299,100
4300,100
4301,100
4302,-10
4303,-10
4304,100
4305,100
4306,-10
4307,100
4308,100
4309,100
4310,100
4311,100
4312,-10
4313,100
4314,100
4315,100
4316,100
4317,-10
4318,100
4319,-10
4320,100
4321,100
4322,-10
4323,100
4324,-10
4325,100
4326,100
4327,100
4328,-10
4329,100
4330,100
4331,-10
4332,100
4333,-10
4334,100
4335,-10
4336,-10
4337,100
4338,100
4339,-10
4340,100
4341,-10
4342,100
4343,100
4344,100
4345,-10
4346,-10
4347,100
4348,100
4349,-10
4350,100
4351,100
4352,100
4353,100
4354,100
4355,-10
4356,100
4357,100
4358,100
4359,100
4360,100
4361,100
4362,100
4363,100
4364,100
4365,100
4366,100
4367,-10
4368,100
4369,100
4370,100
4371,100
4372,100
4373,-10
4374,100
4375,-10
4376,100
4377,100
4378,100
4379,100
4380,-10
4381,100
4382,100
4383,-10
4384,100
4385,100
4386,100
4387,-10
4388,100
4389,100
4390,100
4391,-10
4392,100
4393,100
4394,100
4395,100
4396,-10
4397,-10
4398,100
4399,-10
4400,100
4401,100
4402,-10
4403,100
4404,-10
4405,100
4406,100
4407,100
4408,100
4409,-10
4410,100
4411,-10
4412,100
4413,-10
4414,100
4415,100
4416,-10
4417,-10
4418,100
4419,100
4420,100
4421,100
4422,100
4423,100
4424,-10
4425,100
4426,-10
4427,100
4428,-10
4429,100
4430,100
4431,100
4432,100
4433,100
4434,100
4435,100
4436,100
4437,-10
4438,-10
4439,-10
4440,-10
4441,-10
4442,100
4443,-10
4444,100
4445,100
4446,100
4447,-10
4448,-10
4449,100
4450,100
4451,-10
4452,100
4453,100
4454,-10
4455,100
4456,-10
4457,100
4458,100
4459,100
4460,100
4461,-10
4462,100
4463,100
4464,-10
4465,-10
4466,100
4467,100
4468,100
4469,100
4470,100
4471,100
4472,100
4473,100
4474,-10
4475,100
4476,100
4477,100
4478,-10
4479,100
4480,-10
4481,-10
4482,100
4483,-10
4484,100
4485,100
4486,-10
4487,100
4488,-10
4489,100
4490,100
4491,100
4492,100
4493,100
4494,-10
4495,-10
4496,-10
4497,100
4498,100
4499,100
4500,-10
4501,-10
4502,-10
4503,-10
4504,-10
4505,100
4506,100
4507,100
4508,100
4509,-10
4510,100
4511,-10
4512,100
4513,100
4514,100
4515,-10
4516,-10
4517,100
4518,-10
4519,100
4520,100
4521,-10
4522,-10
4523,100
4524,100
4525,-10
4526,-10
4527,100
4528,100
4529,-10
4530,-10
4531,-10
4532,100
4533,100
4534,-10
4535,-10
4536,100
4537,100
4538,-10
4539,-10
4540,-10
4541,-10
4542,100
4543,100
4544,-10
4545,-10
4546,100
4547,-10
4548,-10
4549,100
4550,100
4551,100
4552,100
4553,-10
4554,100
4555,100
4556,-10
4557,100
4558,-10
4559,100
4560,100
4561,100
4562,100
4563,100
4564,100
4565,100
4566,100
4567,-10
4568,-10
4569,100
4570,-10
4571,-10
4572,-10
4573,100
4574,-10
4575,-10
4576,-10
4577,100
4578,100
4579,-10
4580,-10
4581,100
4582,-10
4583,100
4584,100
4585,-10
4586,100
4587,-10
4588,100
4589,-10
4590,100
4591,-10
4592,100
4593,-10
4594,100
4595,-10
4596,100
4597,100
4598,100
4599,-10
4600,-10
4601,-10
4602,-10
4603,100
4604,-10
4605,100
4606,-10
4607,100
4608,100
4609,100
4610,-10
4611,100
4612,100
4613,-10
4614,-10
4615,-10
4616,100
4617,100
4618,100
4619,-10
4620,-10
4621,100
4622,100
4623,-10
4624,100
4625,100
4626,-10
4627,100
4628,100
4629,-10
4630,100
4631,-10
4632,100
4633,100
4634,100
4635,100
4636,-10
4637,100
4638,-10
4639,100
4640,-10
4641,-10
4642,-10
4643,100
4644,100
4645,100
4646,-10
4647,100
4648,-10
4649,100
4650,-10
4651,100
4652,100
4653,-10
4654,100
4655,100
4656,-10
4657,-10
4658,100
4659,-10
4660,100
4661,100
4662,-10
4663,-10
4664,100
4665,100
4666,100
4667,100
4668,-10
4669,100
4670,100
4671,100
4672,-10
4673,100
4674,-10
4675,-10
4676,-10
4677,-10
4678,100
4679,100
4680,100
4681,-10
4682,100
4683,100
4684,-10
4685,100
4686,-10
4687,100
4688,100
4689,100
4690,100
4691,-10
4692,100
4693,100
4694,-10
4695,100
4696,-10
4697,-10
4698,-10
4699,-10
4700,100
4701,-10
4702,100
4703,100
4704,-10
4705,100
4706,100
4707,-10
4708,-10
4709,100
4710,-10
4711,-10
4712,-10
4713,100
4714,-10
4715,100
4716,-10
4717,100
4718,100
4719,-10
4720,-10
4721,-10
4722,-10
4723,-10
4724,100
4725,-10
4726,100
4727,-10
4728,100
4729,100
4730,100
4731,-10
4732,-10
4733,-10
4734,-10
4735,100
4736,100
4737,100
4738,-10
4739,100
4740,-10
4741,100
4742,100
4743,100
4744,100
4745,100
4746,-10
4747,100
4748,100
4749,-10
4750,-10
4751,100
4752,-10
4753,-10
4754,-10
4755,-10
4756,100
4757,100
4758,100
4759,-10
4760,-10
4761,-10
4762,100
4763,-10
4764,-10
4765,-10
4766,100
4767,-10
4768,-10
4769,100
4770,100
4771,-10
4772,-10
4773,100
4774,100
4775,-10
4776,100
4777,-10
4778,-10
4779,-10
4780,-10
4781,-10
4782,100
4783,-10
4784,-10
4785,100
4786,100
4787,100
4788,100
4789,100
4790,-10
4791,-10
4792,100
4793,-10
4794,100
4795,-10
4796,-10
4797,-10
4798,-10
4799,100
4800,-10
4801,-10
4802,-10
4803,100
4804,-10
4805,100
4806,100
4807,100
4808,100
4809,-10
4810,100
4811,-10
4812,100
4813,100
4814,-10
4815,100
4816,100
4817,-10
4818,100
4819,100
4820,-10
4821,100
4822,-10
4823,100
4824,100
4825,100
4826,-10
4827,100
4828,-10
4829,-10
4830,-10
4831,100
4832,-10
4833,100
4834,-10
4835,-10
4836,100
4837,100
4838,-10
4839,100
4840,100
4841,-10
4842,100
4843,100
4844,100
4845,100
4846,-10
4847,100
4848,-10
4849,-10
4850,100
4851,-10
4852,100
4853,100
4854,100
4855,100
4856,100
4857,-10
4858,-10
4859,100
4860,-10
4861,100
4862,100
4863,100
4864,-10
4865,-10
4866,100
4867,100
4868,100
4869,-10
4870,-10
4871,-10
4872,100
4873,-10
4874,100
4875,-10
4876,100
4877,100
4878,-10
4879,100
4880,100
4881,-10
4882,100
4883,-10
4884,100
4885,-10
4886,100
4887,100
4888,-10
4889,100
4890,100
4891,-10
4892,100
4893,-10
4894,-10
4895,-10
4896,-10
4897,-10
4898,-10
4899,100
4900,-10
4901,100
4902,-10
4903,-10
4904,100
4905,-10
4906,-10
4907,-10
4908,100
4909,100
4910,-10
4911,100
4912,100
4913,100
4914,-10
4915,-10
4916,100
4917,100
4918,-10
4919,100
4920,100
4921,-10
4922,-10
4923,-10
4924,-10
4925,-10
4926,100
4927,100
4928,-10
4929,-10
4930,100
4931,-10
4932,-10
4933,-10
4934,100
4935,100
4936,100
4937,-10
4938,-10
4939,-10
4940,100
4941,-10
4942,100
4943,100
4944,-10
4945,100
4946,-10
4947,-10
4948,-10
4949,-10
4950,-10
4951,-10
4952,100
4953,100
4954,-10
4955,100
4956,-10
4957,100
4958,-10
4959,-10
4960,100
4961,-10
4962,-10
4963,-10
4964,-10
4965,-10
4966,100
4967,-10
4968,-10
4969,-10
4970,100
4971,-10
4972,100
4973,-10
4974,-10
4975,100
4976,-10
4977,-10
4978,100
4979,-10
4980,100
4981,-10
4982,-10
4983,100
4984,-10
4985,100
4986,100
4987,100
4988,-10
4989,100
4990,-10
4991,-10
4992,100
4993,-10
4994,-10
4995,100
4996,-10
4997,100
4998,-10
4999,-10
5000,100
5001,100
5002,-10
5003,-10
5004,-10
5005,100
5006,100
5007,-10
5008,-10
5009,100
5010,-10
5011,-10
5012,100
5013,-10
5014,-10
5015,100
5016,100
5017,100
5018,-10
5019,100
5020,-10
5021,-10
5022,-10
5023,-10
5024,-10
5025,-10
5026,100
5027,100
5028,100
5029,-10
5030,-10
5031,-10
5032,-10
5033,-10
5034,100
5035,100
5036,100
5037,100
5038,100
5039,-10
5040,-10
5041,-10
5042,-10
5043,100
5044,-10
5045,-10
5046,-10
5047,-10
5048,-10
5049,-10
5050,-10
5051,-10
5052,100
5053,-10
5054,-10
5055,100
5056,-10
5057,100
5058,-10
5059,100
5060,-10
5061,-10
5062,-10
5063,-10
5064,100
5065,-10
5066,-10
5067,-10
5068,-10
5069,100
5070,-10
5071,-10
5072,-10
5073,-10
5074,-10
5075,-10
5076,-10
5077,-10
5078,-10
5079,-10
5080,-10
5081,-10
5082,100
5083,-10
5084,-10
5085,100
5086,-10
5087,-10
5088,100
5089,-10
5090,-10
5091,-10
5092,-10
5093,-10
5094,-10
5095,100
5096,-10
5097,-10
5098,-10
5099,100
5100,-10
5101,100
5102,100
5103,-10
5104,-10
5105,-10
5106,-10
5107,100
5108,-10
5109,-10
5110,-10
5111,-10
5112,-10
5113,100
5114,100
5115,100
5116,100
5117,-10
5118,100
5119,-10
5120,-10
5121,-10
5122,-10
5123,100
5124,-10
5125,100
5126,-10
5127,-10
5128,100
5129,-10
5130,-10
5131,100
5132,-10
5133,-10
5134,-10
5135,-10
5136,100
5137,-10
5138,100
5139,-10
5140,-10
5141,-10
5142,-10
5143,-10
5144,-10
5145,-10
5146,-10
5147,-10
5148,-10
5149,-10
5150,-10
5151,-10
5152,100
5153,100
5154,-10
5155,-10
5156,-10
5157,-10
5158,-10
5159,100
5160,-10
5161,-10
5162,-10
5163,100
5164,-10
5165,-10
5166,100
5167,-10
5168,100
5169,-10
5170,-10
5171,-10
5172,-10
5173,-10
5174,-10
5175,-10
5176,-10
5177,-10
5178,-10
5179,-10
5180,100
5181,-10
5182,-10
5183,-10
5184,100
5185,-10
5186,-10
5187,100
5188,-10
5189,100
5190,-10
5191,-10
5192,-10
5193,100
5194,100
5195,100
5196,-10
5197,-10
5198,-10
5199,100
5200,-10
5201,-10
5202,-10
5203,-10
5204,-10
5205,-10
5206,-10
5207,100
5208,100
5209,-10
5210,-10
5211,100
5212,100
5213,100
5214,-10
5215,100
5216,-10
5217,-10
5218,100
5219,-10
5220,-10
5221,-10
5222,100
5223,-10
5224,100
5225,-10
5226,-10
5227,-10
5228,-10
5229,-10
5230,100
5231,100
5232,100
5233,-10
5234,100
5235,-10
5236,100
5237,-10
5238,100
5239,-10
5240,100
5241,-10
5242,100
5243,-10
5244,-10
5245,100
5246,-10
5247,-10
5248,-10
5249,-10
5250,100
5251,-10
5252,-10
5253,-10
5254,-10
5255,-10
5256,100
5257,-10
5258,-10
5259,100
5260,-10
5261,100
5262,-10
5263,100
5264,-10
5265,-10
5266,-10
5267,-10
5268,-10
5269,100
5270,-10
5271,-10
5272,-10
5273,100
5274,-10
5275,100
5276,-10
5277,-10
5278,-10
5279,-10
5280,-10
5281,100
5282,100
5283,100
5284,-10
5285,-10
5286,-10
5287,-10
5288,-10
5289,-10
5290,-10
5291,-10
5292,100
5293,-10
5294,-10
5295,-10
5296,100
5297,-10
5298,-10
5299,-10
5300,-10
5301,-10
5302,-10
5303,-10
5304,-10
5305,-10
5306,-10
5307,-10
5308,-10
5309,-10
5310,-10
5311,-10
5312,-10
5313,-10
5314,-10
5315,-10
5316,100
5317,100
5318,-10
5319,-10
5320,-10
5321,100
5322,-10
5323,100
5324,-10
5325,100
5326,-10
5327,-10
5328,-10
5329,100
5330,-10
5331,-10
5332,100
5333,-10
5334,-10
5335,-10
5336,100
5337,100
5338,-10
5339,-10
5340,-10
5341,-10
