,scores,steps
825,-10,72377
826,-10,72627
827,-10,72877
828,-10,73127
829,-10,73377
830,-10,73627
831,-10,73853
832,-10,73935
833,-10,74080
834,-10,74223
835,-10,74288
836,100,74423
837,-10,74673
838,-10,74874
839,100,75074
840,-10,75324
841,-10,75396
842,-10,75523
843,-10,75739
844,-10,75989
845,-10,76146
846,-10,76200
847,-10,76239
848,-10,76489
849,-10,76739
850,-10,76989
851,-10,77239
852,-10,77342
853,-10,77592
854,-10,77651
855,-10,77810
856,-10,78060
857,-10,78310
858,-10,78384
859,-10,78634
860,-10,78702
861,-10,78952
862,-10,79202
863,-10,79452
864,-10,79702
865,-10,79952
866,-10,80202
867,100,80309
868,-10,80559
869,-10,80803
870,-10,81053
871,-10,81179
872,-10,81275
