,scores,steps
154,100,11928
155,100,11949
156,100,11989
157,100,12025
158,100,12044
159,100,12067
160,100,12077
161,100,12078
162,100,12079
163,100,12086
164,100,12094
165,100,12240
166,100,12268
167,100,12281
168,100,12390
169,100,12416
170,100,12424
171,100,12425
172,100,12434
173,100,12441
174,100,12452
175,100,12454
176,100,12464
177,100,12480
178,100,12481
179,100,12497
180,100,12517
181,100,12541
182,100,12565
183,100,12566
184,100,12573
185,100,12589
186,100,12596
187,100,12605
188,100,12626
189,100,12637
190,100,12638
191,100,12663
192,100,12678
193,100,12685
194,100,12722
195,100,12738
196,100,12739
197,100,12753
198,100,12757
199,100,12768
200,100,12776
201,100,12787
202,100,12801
203,100,12816
204,100,12827
205,100,12842
206,100,12843
207,100,12849
208,100,12861
209,100,12877
210,100,12882
211,100,12895
212,100,12906
213,100,12916
214,100,12925
215,100,12938
216,100,12946
217,100,12955
218,100,12967
219,100,12969
220,100,12985
221,100,12986
222,-10,12989
223,100,12998
224,-10,13000
225,100,13008
226,100,13025
227,100,13033
228,100,13039
229,100,13048
230,100,13057
231,100,13070
232,100,13081
233,100,13095
234,100,13109
235,-10,13110
236,100,13114
237,100,13126
238,100,13136
239,100,13142
240,100,13150
241,100,13151
242,100,13152
243,100,13160
244,100,13168
245,100,13182
246,100,13183
247,100,13198
248,100,13209
249,100,13210
250,100,13223
251,100,13229
252,100,13240
253,100,13251
254,100,13268
255,100,13287
256,100,13296
257,100,13305
258,100,13322
259,-10,13324
260,100,13331
261,100,13341
262,100,13357
263,100,13372
264,100,13384
265,100,13389
