,scores,steps
348,100,9323
349,100,9335
350,100,9342
351,100,9349
352,100,9357
353,100,9373
354,100,9387
355,100,9399
356,100,9406
357,100,9413
358,100,9419
359,100,9427
360,100,9438
361,100,9444
362,100,9455
363,100,9462
364,100,9470
365,100,9478
366,100,9485
367,100,9493
368,100,9507
369,100,9511
370,100,9516
371,100,9527
372,100,9541
373,100,9546
374,100,9552
375,100,9562
376,100,9571
377,100,9581
378,100,9587
379,100,9599
380,100,9605
381,100,9610
382,100,9616
383,100,9627
384,100,9638
385,100,9652
386,100,9659
387,100,9665
388,100,9671
389,100,9677
390,100,9681
391,100,9687
392,100,9694
393,100,9700
394,100,9705
395,100,9715
396,100,9716
397,100,9722
398,100,9729
399,100,9736
400,100,9740
401,100,9749
402,100,9763
403,100,9770
404,100,9789
405,100,9790
406,100,9795
407,100,9801
408,100,9806
409,100,9819
410,100,9830
411,100,9838
412,100,9848
413,100,9855
414,100,9863
415,100,9875
416,100,9881
417,100,9889
418,100,9903
419,100,9909
420,100,9919
421,100,9924
422,100,9932
423,100,9944
424,100,9950
425,100,9956
426,100,9963
427,100,9964
428,100,9970
429,100,9984
430,100,9988
431,100,9997
432,100,10003
433,100,10004
434,100,10014
435,100,10022
436,100,10032
437,100,10034
438,100,10039
439,100,10048
440,100,10055
441,100,10062
442,100,10069
443,100,10070
444,100,10080
445,100,10095
446,100,10105
447,100,10111
448,100,10123
449,100,10131
450,100,10135
451,100,10138
452,100,10146
453,100,10154
454,100,10160
455,100,10169
456,100,10180
457,100,10188
458,100,10195
459,100,10203
460,100,10213
461,100,10219
462,100,10234
463,100,10248
464,100,10257
465,100,10268
466,100,10315
467,100,10326
468,100,10330
469,100,10348
470,100,10355
471,100,10377
472,100,10425
473,100,10439
474,100,10448
475,100,10455
476,100,10466
477,100,10476
478,100,10487
479,100,10498
480,100,10513
481,100,10522
482,100,10528
483,100,10534
484,100,10535
485,100,10587
486,100,10594
487,100,10606
488,100,10617
489,100,10681
490,100,10685
491,100,10696
492,100,10714
493,100,10725
494,100,10735
495,100,10749
496,100,10758
497,100,10763
498,100,10779
499,100,10785
500,100,10793
501,100,10803
502,100,10810
503,100,10823
504,100,10831
505,100,10844
506,100,10853
507,100,10863
508,100,10875
509,100,10884
510,100,10891
511,100,10902
512,100,10910
513,100,10923
514,100,10934
515,100,10945
516,100,10956
517,100,10963
518,100,10973
519,100,10982
520,100,10995
521,100,11001
522,100,11016
523,100,11021
524,100,11032
525,100,11043
526,100,11047
527,100,11062
528,100,11073
529,100,11081
530,100,11090
531,100,11096
532,100,11106
533,100,11113
534,100,11126
535,100,11136
536,100,11146
537,100,11147
538,100,11157
539,100,11163
540,100,11174
541,100,11182
542,100,11189
543,100,11199
544,100,11207
545,100,11213
546,100,11221
547,100,11228
548,100,11231
549,100,11240
550,100,11249
551,100,11258
552,100,11268
553,100,11274
554,100,11280
555,100,11290
556,100,11297
557,100,11305
558,100,11322
559,100,11330
560,100,11339
561,100,11373
562,100,11384
563,100,11395
564,100,11396
565,100,11408
566,100,11420
567,100,11446
568,100,11457
569,100,11471
570,100,11474
571,100,11489
572,100,11502
573,100,11503
574,100,11514
575,100,11523
576,100,11531
577,100,11545
578,100,11564
579,100,11577
580,100,11600
581,100,11625
582,100,11635
583,100,11645
584,100,11655
585,100,11674
586,100,11688
587,100,11712
588,100,11728
589,100,11736
590,100,11768
591,100,11780
592,100,11792
593,100,11815
594,100,11825
595,100,11833
596,100,11845
597,100,11858
598,100,11870
599,100,11875
600,100,11885
601,100,11902
602,100,11915
603,100,11940
604,100,11949
605,100,11955
606,100,11956
607,100,11968
608,100,11983
609,100,11995
610,100,12012
611,100,12030
612,100,12035
613,100,12056
614,100,12064
615,100,12079
616,100,12095
617,100,12103
618,100,12111
619,100,12125
620,100,12132
621,100,12137
622,100,12142
623,100,12152
624,100,12163
625,100,12172
626,100,12186
627,100,12192
628,100,12202
629,100,12208
630,100,12227
631,100,12312
632,100,12320
633,100,12321
634,100,12328
635,100,12341
636,100,12348
637,100,12356
638,100,12363
639,100,12374
640,100,12380
641,100,12391
642,100,12405
643,100,12418
644,100,12424
645,100,12429
646,100,12439
647,100,12448
648,100,12464
649,100,12481
650,100,12490
